municipio,codigo,populacao,receita_total,op_credito,alienacao_bens,amortizacao_divida,outras_receitas_capital,juros_encargos_divida,prpc,prpcapita_max3k,eq1_prpcapita
Prefeitura Municipal de Senhora do Porto - MG,3166105,3602,15622778.76,0,7607.21,136356.52,0,64489.31,4279.3799,3000,6
Prefeitura Municipal de Senhora dos Remédios - MG,3166204,10622,22138018.51,349000,93280,134060.2,0,16962.74,2028.3107,2028.3107,4.4509125
Prefeitura Municipal de Sericita - MG,3166303,7420,18296426.94,0,224450,365717.45,0,81524.02,2375.3013,2375.3013,5.0040922
Prefeitura Municipal de Seritinga - MG,3166402,1874,14314807.26,0,90000,64427.54,0,70418.44,7518.6558,3000,6
Prefeitura Municipal de Serra Azul de Minas - MG,3166501,4368,14479461.42,0,59980,60415.09,0,0,3287.332,3000,6
Prefeitura Municipal de Serra da Saudade - MG,3166600,815,14363434,0,0,109879.05,0,63676.92,17410.893,3000,6
Prefeitura Municipal de Serra dos Aimorés - MG,3166709,8809,18792344.58,0,0,91711.11,0,0,2122.9009,2122.9009,4.6017098
Prefeitura Municipal de Serra do Salitre - MG,3166808,11410,54170550.08,0,213500,464928.91,0,0,4688.1787,3000,6
Prefeitura Municipal de Serrania - MG,3166907,7812,21145250.9,0,13300,33939.36,0,2333.37,2700.4197,2700.4197,5.5224028
Prefeitura Municipal de Serranópolis de Minas - MG,3166956,4741,16255369.99,0,0,0,0,0,3428.6797,3000,6
Prefeitura Municipal de Serranos - MG,3167004,2026,14668611.2,0,0,421619.32,0,0,7032.0791,3000,6
Prefeitura Municipal de Serro - MG,3167103,21431,40300985.81,39240.49,0,503548.75,0,227021.4,1844.5791,1844.5791,4.1580033
Prefeitura Municipal de Sete Lagoas - MG,3167202,234221,667490186.24,2486127.45,0,23178070.36,0,23244386.33,2641.0168,2641.0168,5.4277015
Prefeitura Municipal de Silveirânia - MG,3167301,2287,13652818.56,0,27900,56318.62,0,11.8,5932.9199,3000,6
Prefeitura Municipal de Silvianópolis - MG,3167400,6299,17556820.48,0,0,231359.76,0,0,2750.5098,2750.5098,5.6022573
Prefeitura Municipal de Simão Pereira - MG,3167509,2646,16978186.08,0,0,0,0,0,6416.5479,3000,6
Prefeitura Municipal de Simonésia - MG,3167608,19530,37446924.8,958500,0,798617.38,0,0,1827.4351,1827.4351,4.130672
Prefeitura Municipal de Sobrália - MG,3167707,5816,17764393.66,0,10950,427264.86,0,87020.22,2964.0918,2964.0918,5.9427543
Prefeitura Municipal de Soledade de Minas - MG,3167806,6094,17675891.86,0,38889.8,0,0,14943.35,2891.7063,2891.7063,5.8273559
Prefeitura Municipal de Tabuleiro - MG,3167905,3991,15920574.71,0,0,143807.01,0,0,3953.0864,3000,6
Prefeitura Municipal de Taiobeiras - MG,3168002,33824,53035604.75,1679980.1,0,426521.29,0,201890.43,1499.7402,1499.7402,3.6082542
Prefeitura Municipal de Taparuba - MG,3168051,3199,14789991.62,0,0,236762.31,0,57000,4531.4878,3000,6
Prefeitura Municipal de Tapira - MG,3168101,4598,45785897.25,0,89800,403137.24,0,0,9850.5781,3000,6
Prefeitura Municipal de Tapiraí - MG,3168200,1921,13789606.98,0,0,112024.24,0,2500,7118.7314,3000,6
Prefeitura Municipal de Taquaraçu de Minas - MG,3168309,4053,17065116.25,0,108760,264162.54,0,0,4118.4785,3000,6
Prefeitura Municipal de Tarumirim - MG,3168408,14670,30444910.61,1089465.23,60070,831721.29,0,18941.45,1938.9716,1938.9716,4.308486
Prefeitura Municipal de Teixeiras - MG,3168507,11836,25815637.58,0,63800,2254857.43,0,0,1985.2129,1985.2129,4.382205
Prefeitura Municipal de Teófilo Otoni - MG,3168606,141502,349013120.47,0,0,8357034.67,0,1952344.62,2393.6321,2393.6321,5.0333157
Prefeitura Municipal de Timóteo - MG,3168705,88255,208620607.86,0,50.28,3763775.17,0,0,2321.1919,2321.1919,4.9178295
Prefeitura Municipal de Tiradentes - MG,3168804,7726,23237379.75,0,0,146094.26,0,0,2988.7764,2988.7764,5.9821072
Prefeitura Municipal de Tiros - MG,3168903,6832,27826047.58,0,0,40670.14,0,0,4066.9463,3000,6
Prefeitura Municipal de Tocantins - MG,3169000,16703,41816636.34,0,81649.60000000001,34629.92,0,43158.89,2493.9949,2493.9949,5.193316
Prefeitura Municipal de Tocos do Moji - MG,3169059,4147,15610336.05,0,122800,0,0,0,3734.6362,3000,6
Prefeitura Municipal de Toledo - MG,3169109,6232,17377396.58,0,582997.5,1594.12,0,59.04,2694.5999,2694.5999,5.5131245
Prefeitura Municipal de Tombos - MG,3169208,8772,22962462.58,0,0,85649.63,0,0,2607.9358,2607.9358,5.3749628
Prefeitura Municipal de Três Corações - MG,3169307,78474,196694339.45,0,72750,7651987.71,0,777809.3,2398.1418,2398.1418,5.0405049
Prefeitura Municipal de Três Marias - MG,3169356,31687,114427467.69,0,0,1797467.11,0,503931.93,3538.551,3000,6
Prefeitura Municipal de Três Pontas - MG,3169406,56879,154937214.91,0,0,2044308.8,0,1119261.18,2668.3599,2668.3599,5.4712925
Prefeitura Municipal de Tumiritinga - MG,3169505,6705,19060007.12,0,0,569882.27,0,0,2757.6621,2757.6621,5.6136599
Prefeitura Municipal de Tupaciguara - MG,3169604,25452,83722917,162782.38,0,1898538.34,0,623852.36,3183.9441,3000,6
Prefeitura Municipal de Turmalina - MG,3169703,19612,49893695.56,0,0,498062.89,0,131261.21,2511.9504,2511.9504,5.221941
Prefeitura Municipal de Turvolândia - MG,3169802,4995,17690157.06,11368.57,32305,91240.08,0,19725.87,3510.614,3000,6
Prefeitura Municipal de Ubá - MG,3169901,112186,214908876.93,151987.72,103630,1358367.07,0,374126.25,1897.9264,1897.9264,4.2430511
Prefeitura Municipal de Ubaí - MG,3170008,12531,25725549.68,0,79100,358185.84,0,11229.34,2017.1602,2017.1602,4.433136
Prefeitura Municipal de Ubaporanga - MG,3170057,12622,25050650.64,0,130375.44,428840.44,0,0,1940.3767,1940.3767,4.3107262
Prefeitura Municipal de Uberaba - MG,3170107,325279,1143663178.84,15321785.78,605446.02,28282803.26,0,15278498.78,3333.0608,3000,6
Prefeitura Municipal de Uberlândia - MG,3170206,669672,2366466231.86,75073914.12,7255587.35,17303989.44,1094467.47,16308200.6,3359.0027,3000,6
Prefeitura Municipal de Umburatiba - MG,3170305,2709,13964173.11,0,46700,318553.88,0,0,5019.9038,3000,6
Prefeitura Municipal de Unaí - MG,3170404,83448,272000153.31,0,437100,2192649.43,0,789645.08,3218.5403,3000,6
Prefeitura Municipal de União de Minas - MG,3170438,4463,19246246.77,0,0,596063.6800000001,0,86436.63,4159.4771,3000,6
Prefeitura Municipal de Uruana de Minas - MG,3170479,3337,18351894.91,426237.64,47100,52407.81,0,26686.98,5333.9712,3000,6
Prefeitura Municipal de Urucânia - MG,3170503,10587,25913514.7,0,126100,293743.23,0,0,2408.0166,2408.0166,5.0562477
Prefeitura Municipal de Urucuia - MG,3170529,15833,33992502.9,0,168720,852750.91,0,0,2082.4248,2082.4248,4.5371823
Prefeitura Municipal de Vargem Alegre - MG,3170578,6633,16903595.74,0,0,196113.53,0,64273.63,2509.1526,2509.1526,5.2174807
Prefeitura Municipal de Vargem Bonita - MG,3170602,2209,15738528.53,0,0,439782.56,0,120927.45,6870.9004,3000,6
Prefeitura Municipal de Vargem Grande do Rio Pardo - MG,3170651,5011,17526708.01,0,334000,227670.76,0,63004.17,3372.9861,3000,6
Prefeitura Municipal de Varginha - MG,3170701,133384,491135384.68,697416.34,372950.01,9198740.279999999,0,488210.49,3601.467,3000,6
Prefeitura Municipal de Varjão de Minas - MG,3170750,6857,25239674.34,0,0,652547.01,0,2007.03,3585.4048,3000,6
Prefeitura Municipal de Várzea da Palma - MG,3170800,38838,77741400.67,1389467.93,0,1754337.68,0,257651.95,1914.1033,1914.1033,4.2688403
Prefeitura Municipal de Varzelândia - MG,3170909,19712,40936835.17,787377.0699999999,0,973678.04,0,204091,1977.0541,1977.0541,4.3691978
Prefeitura Municipal de Vazante - MG,3171006,20784,60799259,0,35350,268882,0,0,2910.6538,2910.6538,5.8575625
Prefeitura Municipal de Verdelândia - MG,3171030,9140,21359230.3,0,96270,309178.09,0,0,2292.5364,2292.5364,4.8721466
Prefeitura Municipal de Veredinha - MG,3171071,5786,20569745.82,0,0,261198.1,0,7898.64,3508.5808,3000,6
Prefeitura Municipal de Veríssimo - MG,3171105,3870,19854480.54,0,0,350647.43,0,36020.14,5030.4429,3000,6
Prefeitura Municipal de Vermelho Novo - MG,3171154,4905,15550042.34,0,0,116204.11,1.38,0,3146.5518,3000,6
Prefeitura Municipal de Vespasiano - MG,3171204,120510,283861633.09,0,0,2544949.55,0,2673989.51,2312.1956,2312.1956,4.9034877
Prefeitura Municipal de Viçosa - MG,3171303,77863,228290314.54,0,0,94820.24000000001,0,0,2930.7307,2930.7307,5.8895693
Prefeitura Municipal de Vieiras - MG,3171402,3753,14907503.72,0,78800,206329.37,0,0,3896.1829,3000,6
Prefeitura Municipal de Mathias Lobato - MG,3171501,3357,15355240.66,0,0,211191.02,0,38861.59,4499.6094,3000,6
Prefeitura Municipal de Virgem da Lapa - MG,3171600,14037,28921267.32,0,131500,438218.04,0,0,2019.7727,2019.7727,4.4373007
Prefeitura Municipal de Virgínia - MG,3171709,8870,21099525.67,0,0,80019.16,0,84.53,2369.7207,2369.7207,4.9951954
Prefeitura Municipal de Virginópolis - MG,3171808,10801,28896924.31,0,0,396164.18,0,0,2638.7148,2638.7148,5.4240317
Prefeitura Municipal de Virgolândia - MG,3171907,5638,16522012.23,0,87200,166236.43,0,37541.17,2878.864,2878.864,5.8068824
Prefeitura Municipal de Visconde do Rio Branco - MG,3172004,41932,104738792.58,0,199700,2143188.13,0,0,2441.9514,2441.9514,5.1103473
Prefeitura Municipal de Volta Grande - MG,3172103,5302,19190134.79,477719.59,0,73300.71000000001,0,14291.88,3512.792,3000,6
Prefeitura Municipal de Wenceslau Braz - MG,3172202,2616,12654178.08,0,0,0,0,0,4837.2241,3000,6
Prefeitura Municipal de Afonso Cláudio - ES,3200102,32407,90940876.98999999,0,0,351720.39,0,0,2795.3577,2795.3577,5.6737547
Prefeitura Municipal de Águia Branca - ES,3200136,10075,45603708.88,0,0,20746.13,0,0,4524.3638,3000,6
Prefeitura Municipal de Água Doce do Norte - ES,3200169,11958,39449097.69,0,0,239221.68,0,17209.17,3277.5269,3000,6
Prefeitura Municipal de Alegre - ES,3200201,32175,49008827.88,0,570078,5349856.5,0,134121.32,1335.0356,1335.0356,3.3456786
Prefeitura Municipal de Alfredo Chaves - ES,3200300,15029,57083465.96,0,103680,137352.63,0,0,3782.1833,3000,6
Prefeitura Municipal de Alto Rio Novo - ES,3200359,7979,18492526.13,0,0,0,0,0,2317.6497,2317.6497,4.9121828
Prefeitura Municipal de Anchieta - ES,3200409,28546,256991358.79,0,157113.8,5127590.2,0,0,8817.5801,3000,6
Prefeitura Municipal de Apiacá - ES,3200508,7928,29040249.33,0,53000,249869.34,0,0,3624.7957,3000,6
Prefeitura Municipal de Aracruz - ES,3200607,96746,456305579.29,0,342462.73,2836702.8,0,203773.33,4681.5645,3000,6
Prefeitura Municipal de Atilio Vivacqua - ES,3200706,11335,42498213.86,0,0,144136.38,0,0,3736.575,3000,6
Prefeitura Municipal de Baixo Guandu - ES,3200805,31794,98921666.41,1000000,154517.77,759615.85,0,202081.15,3044.771,3000,6
Prefeitura Municipal de Barra de São Francisco - ES,3200904,44946,124072275.93,0,1631.52,3102394.78,0,158171.06,2687.8938,2687.8938,5.5024338
Prefeitura Municipal de Boa Esperança - ES,3201001,15390,56448885.22,0,2900,565481.1800000001,0,556085.66,3594.8291,3000,6
Prefeitura Municipal de Bom Jesus do Norte - ES,3201100,10215,30857820.53,0,296800,116412.01,0,0,2980.3826,2980.3826,5.9687257
Prefeitura Municipal de Brejetuba - ES,3201159,12797,40812766.81,0,253750,40206.74,0,0,3166.2742,3000,6
Prefeitura Municipal de Cachoeiro de Itapemirim - ES,3201209,210325,506777592.82,0,352156.56,5862331.49,0,675929.91,2376.7368,2376.7368,5.0063806
Prefeitura Municipal de Cariacica - ES,3201308,384621,706433446.53,23818496.14,241900,4427819.23,0,4763850.3,1750.2461,1750.2461,4.007616
Prefeitura Municipal de Castelo - ES,3201407,38070,107090212.88,0,0,854708.4,0,0,2790.5308,2790.5308,5.6660595
Prefeitura Municipal de Colatina - ES,3201506,123598,358728786.54,4886619.31,0,3602216.77,0,395272.93,2830.5044,2830.5044,5.7297864
Prefeitura Municipal de Conceição da Barra - ES,3201605,31353,102725778.38,0,0,1658942.76,0,0,3223.5139,3000,6
Prefeitura Municipal de Conceição do Castelo - ES,3201704,12856,37669215.21,0,0,0,0,0,2930.0884,2930.0884,5.8885455
Prefeitura Municipal de Divino de São Lourenço - ES,3201803,4630,13458565.89,0,80000,0,0,0,2889.5391,2889.5391,5.8239007
Prefeitura Municipal de Domingos Martins - ES,3201902,34757,131692211.34,0,390300,309367.53,0,130494.49,3765.0559,3000,6
Prefeitura Municipal de Dores do Rio Preto - ES,3202009,6920,34169901.44,0,263100,0,41809.5,0,4893.7852,3000,6
Prefeitura Municipal de Ecoporanga - ES,3202108,24243,38791527.85,0,0,519045.96,0,0,1578.7024,1578.7024,3.7341373
Prefeitura Municipal de Fundão - ES,3202207,20376,75788021.63,0,0,1426540.46,0,27265.84,3648.126,3000,6
Prefeitura Municipal de Governador Lindenberg - ES,3202256,12600,43988390.69,0,273400,53798.41,0,59700.37,3460.4358,3000,6
Prefeitura Municipal de Guaçuí - ES,3202306,30946,95427005.03,0,237350,2676577.41,0,125053.41,2985.4592,2985.4592,5.9768186
Prefeitura Municipal de Guarapari - ES,3202405,121506,339855086.78,0,229464.75,4940546.6,0,317320.05,2751.8621,2751.8621,5.604413
Prefeitura Municipal de Ibatiba - ES,3202454,25567,67070413.53,0,0,315970.91,0,0,2610.9612,2610.9612,5.379786
Prefeitura Municipal de Ibiraçu - ES,3202504,12471,47717569.85,0,91670,320100.11,0,0,3793.2644,3000,6
Prefeitura Municipal de Ibitirama - ES,3202553,9379,35413152.9,0,100123.1,35398.01,0,0,3761.3425,3000,6
Prefeitura Municipal de Iconha - ES,3202603,13904,59115229.78,0,0,249996.6,0,608057.01,4189.958,3000,6
Prefeitura Municipal de Irupi - ES,3202652,13240,40857902.13,0,29900,186645.55,0,30200.76,3067.3079,3000,6
Prefeitura Municipal de Itaguaçu - ES,3202702,14822,53794959.55,0,0,23165.88,0,33174.88,3625.5984,3000,6
Prefeitura Municipal de Itapemirim - ES,3202801,34585,397034089.97,0,200079,278455.32,0,0,11466.114,3000,6
Prefeitura Municipal de Itarana - ES,3202900,11259,40556016.22,0,21526,160176.44,0,64710.54,3580.2117,3000,6
Prefeitura Municipal de Iúna - ES,3203007,29743,75350812.88,0,19560.02,61212.25,0,26662.41,2529.7844,2529.7844,5.2503724
Prefeitura Municipal de Jaguaré - ES,3203056,29642,101720663.39,0,0,399851.76,0,375033.85,3405.4983,3000,6
Prefeitura Municipal de Jerônimo Monteiro - ES,3203106,11957,44257500.26,0,611263,292612.68,0,0,3625.7944,3000,6
Prefeitura Municipal de João Neiva - ES,3203130,17096,66615573.89,0,0,2297838.56,0,655364.88,3723.8167,3000,6
Prefeitura Municipal de Laranja da Terra - ES,3203163,11447,39584923.17,0,0,389469.04,0,0,3424.0808,3000,6
Prefeitura Municipal de Linhares - ES,3203205,166491,684036958.5599999,1222320.75,0,5677161.57,0,427605.97,4064.5432,3000,6
Prefeitura Municipal de Mantenópolis - ES,3203304,15272,43795170.21,0,472525,412834.83,0,0,2809.7048,2809.7048,5.6966276
Prefeitura Municipal de Marataízes - ES,3203320,38301,187071669.44,0,0,137570.54,0,67417.60000000001,4878.8984,3000,6
Prefeitura Municipal de Marechal Floriano - ES,3203346,16545,67447011.33,1000000,0,18424.35,0,0,4015.0249,3000,6
Prefeitura Municipal de Marilândia - ES,3203353,12479,43002727.34,750000,206800,53662.44,0,26534.9,3362.9082,3000,6
Prefeitura Municipal de Mimoso do Sul - ES,3203403,27369,74874834.42,0,0,1201273.65,0,0,2691.8616,2691.8616,5.508759
Prefeitura Municipal de Montanha - ES,3203502,19309,63708770.59,0,90000,516548.75,0,0,3268.0212,3000,6
Prefeitura Municipal de Mucurici - ES,3203601,5873,27282090.29,0,0,67618.8,0,0,4633.8281,3000,6
Prefeitura Municipal de Muniz Freire - ES,3203700,18826,61685535.34,0,0,1156876.78,0,0,3215.1631,3000,6
Prefeitura Municipal de Muqui - ES,3203809,15717,44336669.21,0,0,455662.52,0,34841.67,2789.7288,2789.7288,5.6647811
Prefeitura Municipal de Nova Venécia - ES,3203908,50647,142221429.39,7515,257615.42,636702.87,0,131446.25,2787.6902,2787.6902,5.661531
Prefeitura Municipal de Pancas - ES,3204005,23559,58253366.62,0,3704.87,829463.37,0,1923.83,2437.2119,2437.2119,5.1027913
Prefeitura Municipal de Pedro Canário - ES,3204054,26336,75935991.73999999,0,0,375801.11,0,160630.43,2862.9846,2862.9846,5.7815671
Prefeitura Municipal de Pinheiros - ES,3204104,26863,71969795.7,0,19415.37,337142.69,0,0,2665.8689,2665.8689,5.4673209
Prefeitura Municipal de Piúma - ES,3204203,21030,84314811.13,0,0,24999.96,0,26683.68,4006.8059,3000,6
Prefeitura Municipal de Ponto Belo - ES,3204252,7826,27561566.61,0,0,27858.54,0,0,3518.2351,3000,6
Prefeitura Municipal de Presidente Kennedy - ES,3204302,11396,428780956.31,0,0,333159.48,0,0,37596.332,3000,6
Prefeitura Municipal de Rio Bananal - ES,3204351,19321,91101740.20999999,0,151000,597933.97,0,0,4676.4043,3000,6
Prefeitura Municipal de Rio Novo do Sul - ES,3204401,12095,9485098.83,0,0,444099.58,0,0,747.4989,747.4989,2.4090152
Prefeitura Municipal de Santa Leopoldina - ES,3204500,12887,44136640,0,0,277214.14,0,0,3403.3853,3000,6
Prefeitura Municipal de Santa Maria de Jetibá - ES,3204559,39396,155235076.92,7000000,112032,48540.48,0,46763.17,3757.4307,3000,6
Prefeitura Municipal de Santa Teresa - ES,3204609,23882,90067002.36,0,0,214212.35,33128.53,13394.21,3760.4165,3000,6
Prefeitura Municipal de São Domingos do Norte - ES,3204658,8764,39007737.76,0,605300,41984.9,0,0,4377.0483,3000,6
Prefeitura Municipal de São Gabriel da Palha - ES,3204708,37375,97416303.22,0,0,1243722.01,0,43911.84,2572.0046,2572.0046,5.3176808
Prefeitura Municipal de São José do Calçado - ES,3204807,11024,42066959.48,0,130000,45282.95,0,0,3800.0432,3000,6
Prefeitura Municipal de São Mateus - ES,3204906,126437,309620299.27,0,0,2225817.93,0,164851.46,2429.9028,2429.9028,5.0911388
Prefeitura Municipal de São Roque do Canaã - ES,3204955,12483,38976011.64,0,0,0,32037.54,0,3119.7607,3000,6
Prefeitura Municipal de Serra - ES,3205002,494109,1386935601.17,25023683.58,317488.76,22584441.62,0,6842428.84,2696.1006,2696.1006,5.5155172
Prefeitura Municipal de Sooretama - ES,3205010,28509,76948074.03,0,0,607531.9399999999,0,26610.4,2676.8364,2676.8364,5.4848056
Prefeitura Municipal de Vargem Alta - ES,3205036,21396,57253393.63,0,0,3230650.02,0,354524.22,2508.3296,2508.3296,5.2161684
Prefeitura Municipal de Venda Nova do Imigrante - ES,3205069,24165,61176379.23,0,0,371473.13,0,0,2516.2385,2516.2385,5.2287774
Prefeitura Municipal de Viana - ES,3205101,75652,250986625.21,8250000,0,1573187.34,0,184834.77,3185.3567,3000,6
Prefeitura Municipal de Vila Pavão - ES,3205150,9414,33483677.98,0,0,26423203.12,0,0,749.99731,749.99731,2.4129982
Prefeitura Municipal de Vila Valério - ES,3205176,14677,53750387.32,0,750800,328174.64,0,108680.78,3581.2996,3000,6
Prefeitura Municipal de Vila Velha - ES,3205200,479664,1044142330.75,1432552.5,370257.5,12669699.48,0,2973210,2140.4497,2140.4497,4.6296868
Prefeitura Municipal de Vitória - ES,3205309,359555,1804217876.62,41235229.83,645116.96,26861123.04,0,17281416.11,4778.6709,3000,6
Prefeitura Municipal de Angra dos Reis - RJ,3300100,191504,1249851068.9,0,0,8932554.49,0,3938235.84,6459.292,3000,6
Prefeitura Municipal de Araruama - RJ,3300209,124940,374760484,0,0,18282372.46,0,440809.42,2849.6663,2849.6663,5.760335
Prefeitura Municipal de Areal - RJ,3300225,12058,68827429.13,0,159624.04,1787022.89,0,0,5546.5898,3000,6
Prefeitura Municipal de Armação dos Búzios - RJ,3300233,31674,289182953.67,0,0,3152363.53,0,580.29,9030.4355,3000,6
Prefeitura Municipal de Arraial do Cabo - RJ,3300258,29077,187600930.27,0,0,6588591.81,0,0,6225.2754,3000,6
Prefeitura Municipal de Barra do Piraí - RJ,3300308,97152,261791482.29,0,0,4853828.52,0,0,2644.6975,2644.6975,5.4335694
Prefeitura Municipal de Barra Mansa - RJ,3300407,180126,572457567.3099999,0,156702.5,11459598.48,0,417749.18,3111.2861,3000,6
Prefeitura Municipal de Belford Roxo - RJ,3300456,494141,711718780.86,0,0,11824628.44,1112017.84,1703747.48,1410.6873,1410.6873,3.466284
Prefeitura Municipal de Bom Jardim - RJ,3300506,26424,101493602.19,0,0,1448930.98,0,177108.79,3779.4263,3000,6
Prefeitura Municipal de Bom Jesus do Itabapoana - RJ,3300605,36031,92472477.93000001,0,0,1701003.85,0,0,2519.2605,2519.2605,5.2335949
Prefeitura Municipal de Cabo Frio - RJ,3300704,212289,905689437.22,0,0,16501521.98,0,273935.52,4187.2822,3000,6
Prefeitura Municipal de Cachoeiras de Macacu - RJ,3300803,56603,214524585.99,0,0,2416653.24,0,110979.34,3745.3308,3000,6
Prefeitura Municipal de Cambuci - RJ,3300902,14824,73829181.69,0,0,747411.51,0,579620.01,4890.8628,3000,6
Prefeitura Municipal de Carapebus - RJ,3300936,15293,124116071.46,0,0,1447820.02,0,0,8021.2026,3000,6
Prefeitura Municipal de Comendador Levy Gasparian - RJ,3300951,8255,53180784.67,0,0,605494.3,0,0,6368.9023,3000,6
